order_id,order_date,amount,product_id
120,2024-01-19,6610.2,112
121,2024-01-19,8860.28,120
122,2024-01-19,1871.69,119
123,2024-01-20,8344.06,117
124,2024-01-20,3404.15,107
125,2024-01-20,5682.77,111
126,2024-01-20,6532.84,104
127,2024-01-20,6067.66,110
128,2024-01-20,5077.83,110
129,2024-01-20,6159.4,113
130,2024-01-20,5207.13,120
131,2024-01-20,2873.1,101
132,2024-01-20,5537.62,119
133,2024-01-20,4090.01,115
134,2024-01-21,2696.32,103
135,2024-01-21,3148.66,120
136,2024-01-21,6119.6,108
137,2024-01-21,1495.71,107
138,2024-01-21,5578.21,116
139,2024-01-21,3846.08,115
140,2024-01-21,6520.44,107
141,2024-01-21,2346.06,113
142,2024-01-21,8054.41,101
143,2024-01-21,7049.1,104
144,2024-01-21,4287.04,117
145,2024-01-21,4215.86,104
146,2024-01-21,8892.45,117
147,2024-01-22,7371.06,120
148,2024-01-22,7508.01,114
149,2024-01-22,6743.17,106
150,2024-01-22,6814.64,109
151,2024-01-22,6938.16,109
152,2024-01-22,2615.46,108
153,2024-01-22,2262.54,110
154,2024-01-22,908.08,118
155,2024-01-22,6305.76,113
156,2024-01-22,3849.84,103
157,2024-01-23,746.94,114
158,2024-01-23,8161.58,113
159,2024-01-23,7738.24,101
160,2024-01-23,4396.42,113
161,2024-01-23,6829.58,110
162,2024-01-23,4935.34,114
163,2024-01-23,8099.74,120
164,2024-01-23,4034.36,109
165,2024-01-23,6085.09,111
166,2024-01-23,7595.45,106
167,2024-01-24,5407.66,113
168,2024-01-24,5855.2,103
169,2024-01-24,1798.22,115
170,2024-01-25,4200.35,107
171,2024-01-25,2647.66,113
172,2024-01-25,2418.99,114
173,2024-01-25,6790.41,101
174,2024-01-25,2172.16,112
175,2024-01-25,6836.25,102
176,2024-01-25,7584.21,107
177,2024-01-25,1309.74,108
178,2024-01-26,6354.29,115
179,2024-01-26,5530.86,106
180,2024-01-26,7043.57,104
181,2024-01-26,1150.27,110
182,2024-01-26,5266.01,110
183,2024-01-26,3689.56,113
184,2024-01-27,6334.3,104
185,2024-01-27,7287.65,120
186,2024-01-27,7086.19,119
187,2024-01-27,6020.39,114
188,2024-01-27,310.34,111
189,2024-01-27,1127.74,116
190,2024-01-27,6423.32,115
191,2024-01-28,4032.06,115
192,2024-01-28,3035.28,109
193,2024-01-28,2653.57,103
194,2024-01-28,5213.68,115
195,2024-01-28,451.56,111
196,2024-01-28,4489.44,106
197,2024-01-28,3193.98,109
198,2024-01-28,5089.96,109
199,2024-01-28,952.39,107
200,2024-01-28,5084.55,116
201,2024-01-28,5882.95,116
202,2024-01-28,1017.87,101
203,2024-01-29,6041.85,110
204,2024-01-29,4871.11,118
205,2024-01-29,3109.96,118
206,2024-01-29,2897.28,109
207,2024-01-29,2975.82,107
208,2024-01-29,1884.56,106
209,2024-01-30,8793.14,119
210,2024-01-30,8827.49,110
211,2024-01-30,2200.85,110
212,2024-01-30,6429.56,101
213,2024-01-30,8772.8,102
214,2024-01-30,5812.25,105
215,2024-01-30,7878.93,104
216,2024-01-31,4075.13,116
217,2024-01-31,2420.81,102
218,2024-01-31,7433.62,104
219,2024-01-31,5276.79,103
220,2024-01-31,1511.94,105
221,2024-01-31,948.59,110
222,2024-01-31,6926.1,118
223,2024-01-31,2185.05,120
224,2024-01-31,8193.84,115
225,2024-01-31,8911.28,119
226,2024-02-01,8647.96,120
227,2024-02-01,5703.53,107
228,2024-02-01,1581.1,103
229,2024-02-02,222.55,106
230,2024-02-02,4334.23,120
231,2024-02-02,6420.21,110
232,2024-02-02,825.38,115
233,2024-02-03,1209.03,114
234,2024-02-03,8193.02,105
235,2024-02-03,723.81,103
236,2024-02-03,6789.83,120
237,2024-02-03,4063.55,110
238,2024-02-03,6356.66,110
239,2024-02-03,4950.84,117
240,2024-02-03,549.77,120
241,2024-02-03,5511.68,111
242,2024-02-03,8663.82,108
243,2024-02-04,553.04,119
244,2024-02-04,4765.88,116
245,2024-02-04,1796.1,109
246,2024-02-04,8726.69,116
247,2024-02-04,3132.11,114
248,2024-02-04,3101.27,106
249,2024-02-04,6029.74,110
250,2024-02-05,973.93,115
251,2024-02-05,8736.63,104
252,2024-02-05,,117
253,2024-02-06,676,114
254,2024-02-06,6855.7,120
255,2024-02-06,1990.31,102
256,2024-02-06,4054.42,110
257,2024-02-06,453.05,104
258,2024-02-06,6445.09,108
259,2024-02-06,5058.81,101
260,2024-02-06,4259.74,104
261,2024-02-06,4584.7,105
262,2024-02-06,6406.62,117
263,2024-02-07,2343.83,116
264,2024-02-07,1876.37,113
265,2024-02-07,7802.44,105
266,2024-02-07,3189.9,114
267,2024-02-07,7419.84,109
268,2024-02-07,7568.79,110
269,2024-02-07,7813.29,116
270,2024-02-07,3236.09,116
271,2024-02-07,3518.45,118
272,2024-02-07,8829.82,107
273,2024-02-08,7731.91,108
274,2024-02-08,6752.41,111
275,2024-02-08,3596.49,113
276,2024-02-08,4557.89,105
277,2024-02-08,8694.11,117
278,2024-02-08,7891.88,104
279,2024-02-08,8210.89,117
280,2024-02-08,3806.81,105
281,2024-02-08,857.49,105
282,2024-02-09,5683.68,111
283,2024-02-09,7694.53,103
284,2024-02-09,3543.08,118
285,2024-02-09,7875.97,116
286,2024-02-09,2264.98,103
287,2024-02-09,8976.35,110
288,2024-02-09,8808.37,114
289,2024-02-10,6306.21,106
290,2024-02-10,3053.5,102
291,2024-02-10,3497.6,112
292,2024-02-10,3825.06,117
293,2024-02-10,1694.86,106
294,2024-02-10,5652.45,113
295,2024-02-10,1458.44,119
296,2024-02-10,4243.22,109
297,2024-02-10,8129.64,115
298,2024-02-11,8517.07,115
299,2024-02-11,5821.66,110
300,2024-02-11,4219.16,109
301,2024-02-11,7708.35,113
302,2024-02-11,5231.92,113
303,2024-02-11,392.07,110
304,2024-02-11,2614.43,113
305,2024-02-12,6756.51,120
306,2024-02-12,7025.52,110
307,2024-02-12,2126.24,112
308,2024-02-13,5727.58,105
309,2024-02-13,2917.61,102
310,2024-02-13,3409.78,119
311,2024-02-13,3074.13,110
312,2024-02-13,1362.01,107
313,2024-02-13,4870.5,112
314,2024-02-13,2460.34,106
315,2024-02-14,6768.72,110
316,2024-02-14,4320.32,104
317,2024-02-14,7768.24,108
318,2024-02-14,8710.97,113
319,2024-02-14,993.67,112
320,2024-02-14,4920.84,109
321,2024-02-14,5343.13,109
322,2024-02-14,1152.45,112
323,2024-02-14,5651.01,101
324,2024-02-14,8253.25,111
325,2024-02-15,8201.61,115
326,2024-02-15,1225.75,114
327,2024-02-15,2877.41,102
328,2024-02-15,2265.24,104
329,2024-02-16,3463.9,115
330,2024-02-16,3887.32,118
331,2024-02-16,7990.64,105
332,2024-02-16,5616.74,116
333,2024-02-16,486.9,109
334,2024-02-16,4112.32,115
335,2024-02-16,1073.32,112
336,2024-02-16,8133.93,118
337,2024-02-16,3702.63,102
338,2024-02-17,6031.36,103
339,2024-02-17,8744.62,120
340,2024-02-17,2342.41,111
341,2024-02-17,2004.81,119
342,2024-02-17,2021.98,118
343,2024-02-17,3090.32,108
344,2024-02-17,223.95,120
345,2024-02-17,8889.24,105
346,2024-02-17,1166.35,106
347,2024-02-18,7150.87,112
348,2024-02-18,337.87,111
349,2024-02-18,6726.12,105
350,2024-02-18,4389.96,103
351,2024-02-18,5423.26,117
352,2024-02-18,8518.66,108
353,2024-02-18,2853.35,117
354,2024-02-19,8986.56,102
355,2024-02-19,6236.66,114
356,2024-02-19,845.72,115
357,2024-02-20,1309.49,103
358,2024-02-20,5024.54,119
359,2024-02-20,4867.9,120
360,2024-02-20,3984.75,120
361,2024-02-20,7703.58,104
362,2024-02-21,4172.68,114
363,2024-02-21,7480.29,111
364,2024-02-21,2949.43,104
365,2024-02-21,3492.85,109
366,2024-02-21,789.77,116
367,2024-02-21,3999.51,103
368,2024-02-22,5095.06,105
369,2024-02-22,5141.81,118
370,2024-02-22,3310.66,114
371,2024-02-22,7838.21,114
372,2024-02-22,5482.61,110
373,2024-02-22,4664.23,119
374,2024-02-22,2172.35,116
375,2024-02-22,3433.54,118
376,2024-02-23,7636.37,114
377,2024-02-23,5598.44,120
378,2024-02-23,5558.16,101
379,2024-02-23,453.79,109
380,2024-02-23,8308.53,110
381,2024-02-23,7853.79,106
382,2024-02-24,6719.53,105
383,2024-02-24,6764.78,103
384,2024-02-24,4191.08,114
385,2024-02-24,6549.04,110
386,2024-02-24,5445.77,119
387,2024-02-24,1584.21,105
388,2024-02-24,2593.51,103
389,2024-02-24,5541.27,116
390,2024-02-24,6842.5,107
391,2024-02-24,1174.83,114
392,2024-02-24,4481.37,119
393,2024-02-25,8862.12,113
394,2024-02-25,2851.49,107
395,2024-02-25,6923.62,105
396,2024-02-25,267.02,104
397,2024-02-25,1335.83,106
398,2024-02-25,4601.31,108
399,2024-02-26,3693.23,103
400,2024-02-26,363.93,114
401,2024-02-26,5265.68,111
402,2024-02-26,2746.73,114
403,2024-02-26,1711.48,111
404,2024-02-26,7520.83,115
405,2024-02-26,4042.06,103
406,2024-02-26,5381.07,114
407,2024-02-27,6762.08,110
408,2024-02-27,871.14,106
409,2024-02-27,4686.58,117
410,2024-02-27,3288.68,112
411,2024-02-27,2278.17,105
412,2024-02-27,1725.79,107
413,2024-02-27,1757.89,103
414,2024-02-27,4281.79,116
415,2024-02-27,4149.37,119
416,2024-02-28,1527.43,111
417,2024-02-28,5755.19,115
418,2024-02-28,693.31,119
419,2024-02-28,4262.33,110
420,2024-02-28,7517.93,112
421,2024-02-28,5611.07,103
422,2024-02-28,5305.9,115
423,2024-02-28,4156.66,102
424,2024-02-29,5523.05,111
425,2024-02-29,4163.6,102
426,2024-02-29,8843.99,111
427,2024-02-29,543.45,106
428,2024-02-29,4810.8,115
429,2024-02-29,3480.1,112
430,2024-03-01,6173.3,111
431,2024-03-01,779.02,111
432,2024-03-01,2699.49,113
433,2024-03-01,7883.86,120
434,2024-03-01,6038.79,119
435,2024-03-01,8714.73,110
436,2024-03-01,1333.77,113
437,2024-03-01,2923.32,103
438,2024-03-01,7355.03,111
439,2024-03-02,3383.09,117
440,2024-03-02,8569.29,106
441,2024-03-02,1888.65,116
442,2024-03-02,878.05,105
443,2024-03-02,4666.67,104
444,2024-03-02,531.18,117
445,2024-03-02,1352.23,120
446,2024-03-02,1790.44,106
447,2024-03-02,7318.58,120
448,2024-03-03,3404.83,114
449,2024-03-03,5572.24,115
450,2024-03-03,2258.23,115
451,2024-03-03,8153.97,116
452,2024-03-03,8862.07,119
453,2024-03-03,7046.49,110
454,2024-03-03,8702.16,114
455,2024-03-03,1416.91,120
456,2024-03-03,7891.23,116
457,2024-03-03,6459.33,104
458,2024-03-03,2707.55,104
459,2024-03-03,4153.01,109
460,2024-03-04,8527.44,103
461,2024-03-04,7983.74,115
462,2024-03-04,667.66,114
463,2024-03-04,3597.26,108
464,2024-03-04,447.05,108
465,2024-03-04,7163.15,111
466,2024-03-04,8272.09,110
467,2024-03-04,6876.8,105
468,2024-03-04,245.21,120
469,2024-03-05,7546.68,107
470,2024-03-05,4843.39,120
471,2024-03-05,2290.23,110
472,2024-03-05,3893.46,108
473,2024-03-05,751.7,115
474,2024-03-05,5450.3,116
475,2024-03-05,5259.42,117
476,2024-03-06,212.77,114
477,2024-03-06,3864.79,119
478,2024-03-06,4805.66,103
479,2024-03-06,4986.92,117
480,2024-03-06,5075.54,117
481,2024-03-06,582.1,116
482,2024-03-06,2431.12,112
483,2024-03-07,2320.91,112
484,2024-03-07,6988.21,104
485,2024-03-07,1373,111
486,2024-03-07,7357.88,111
487,2024-03-08,5758.28,116
488,2024-03-08,6500.2,103
489,2024-03-08,2781.29,102
490,2024-03-08,7993.96,107
491,2024-03-08,4734.38,110
492,2024-03-08,4364.92,118
493,2024-03-08,2716.78,107
494,2024-03-08,7818.02,102
495,2024-03-08,7233.21,104
496,2024-03-08,6740.11,113
497,2024-03-09,4565.59,106
498,2024-03-09,2546.14,117
499,2024-03-09,893.56,114
500,2024-03-09,4999.17,106
501,2024-03-09,3084.7,103
502,2024-03-09,5502.07,115
503,2024-03-09,3292.61,115
504,2024-03-09,5609.69,112
505,2024-03-09,859.36,102
506,2024-03-09,4714.16,112
507,2024-03-09,8583.55,106
508,2024-03-09,6166.18,120
509,2024-03-09,790.65,105
510,2024-03-10,8554.31,113
511,2024-03-10,6174.75,105
512,2024-03-10,4105.67,112
513,2024-03-10,4858.25,105
514,2024-03-10,2395.58,109
515,2024-03-10,4590.59,106
516,2024-03-10,1235.3,118
517,2024-03-10,2087.22,115
518,2024-03-10,1960.57,116
519,2024-03-10,4176.98,103
520,2024-03-10,8974.91,115
521,2024-03-10,6075.99,111
522,2024-03-11,7690.99,110
523,2024-03-11,7183.53,106
524,2024-03-11,8868.17,104
525,2024-03-11,7154.28,108
526,2024-03-11,5235.04,118
527,2024-03-11,1340.99,118
528,2024-03-11,2920.76,103
529,2024-03-12,3814,117
530,2024-03-12,848.01,119
531,2024-03-12,4158.78,103
532,2024-03-12,1328.34,112
533,2024-03-12,5829.19,118
534,2024-03-12,4006.04,105
535,2024-03-12,7515.24,102
536,2024-03-12,1647.98,110
537,2024-03-12,3244,108
538,2024-03-12,7643.22,110
539,2024-03-13,5699.2,105
540,2024-03-13,4621.64,103
541,2024-03-13,1555.91,119
542,2024-03-13,3170.05,120
543,2024-03-13,7461.08,102
544,2024-03-13,8546.21,102
545,2024-03-13,5928.94,109
546,2024-03-14,5822.12,120
547,2024-03-14,2748.11,118
548,2024-03-14,2353.93,116
549,2024-03-14,2816.42,113
550,2024-03-14,1590.11,102
551,2024-03-14,1994.4,115
552,2024-03-14,7780.07,111
553,2024-03-14,8782.29,112
554,2024-03-14,4730.83,112
555,2024-03-15,1277.19,115
556,2024-03-15,1050.94,105
557,2024-03-15,7803.64,113
558,2024-03-15,7357.61,106
559,2024-03-15,1869.54,111
560,2024-03-15,4306.97,117
561,2024-03-16,8517.05,103
562,2024-03-16,2092.27,108
563,2024-03-16,2674.94,102
564,2024-03-16,,116
565,2024-03-16,3991.16,104
566,2024-03-16,6920.94,112
567,2024-03-16,649.19,113
568,2024-03-16,5067.36,112
569,2024-03-16,4162.12,117
570,2024-03-16,6186.51,120
571,2024-03-16,3665.35,104
572,2024-03-16,5107.92,111
573,2024-03-17,4679.28,120
574,2024-03-17,541.44,102
575,2024-03-17,4769.13,116
576,2024-03-17,1429.07,117
577,2024-03-17,1629.02,111
578,2024-03-17,5423.78,110
579,2024-03-17,4883.59,117
580,2024-03-17,4378.05,110
581,2024-03-18,8822.1,104
582,2024-03-18,5451.8,101
583,2024-03-18,5282.18,119
584,2024-03-18,4426.95,119
585,2024-03-18,7015.53,120
586,2024-03-18,476.82,108
587,2024-03-18,1877.9,104
588,2024-03-18,1531.6,114
589,2024-03-19,7018.76,117
590,2024-03-19,6409.82,102
591,2024-03-19,3059.44,118
592,2024-03-19,3515.06,117
593,2024-03-19,8225.69,115
594,2024-03-19,6146.64,112
595,2024-03-19,5567.67,109
596,2024-03-19,2654.26,108
597,2024-03-19,6985.33,110
598,2024-03-20,4421.27,111
599,2024-03-20,2731.55,109
600,2024-03-20,3540.31,118
601,2024-03-20,8599.56,112
602,2024-03-20,569.19,110
603,2024-03-20,3247,103
604,2024-03-20,6775.58,109
605,2024-03-20,2584.97,118
606,2024-03-20,1407,109
607,2024-03-20,2304.68,119
608,2024-03-21,660.92,108
609,2024-03-21,1083.8,116
610,2024-03-21,8686.77,101
611,2024-03-21,3779.79,106
612,2024-03-21,4400.55,116
613,2024-03-21,3025.28,110
614,2024-03-22,2242.54,119
615,2024-03-22,8235.42,102
616,2024-03-22,8417.52,106
617,2024-03-22,7133.05,113
618,2024-03-23,2824.85,101
619,2024-03-23,2703.14,111
620,2024-03-23,4813,118
621,2024-03-23,7688.33,105
622,2024-03-23,7316.56,107
623,2024-03-23,5903.91,115
624,2024-03-23,6681.24,101
625,2024-03-23,6133.73,119
626,2024-03-23,7733.09,120
627,2024-03-24,3726.33,103
628,2024-03-24,4400.6,105
629,2024-03-24,2493.91,101
630,2024-03-24,8594.51,109
631,2024-03-24,299.63,119
632,2024-03-24,745.69,108
633,2024-03-24,1604.51,110
634,2024-03-24,6273.56,110
635,2024-03-24,3433.39,110
636,2024-03-24,4407,105
637,2024-03-24,3486.9,120
638,2024-03-24,6863.68,116
639,2024-03-24,6903.36,107
640,2024-03-25,4130.38,117
641,2024-03-25,8270.75,103
642,2024-03-25,8144.42,118
643,2024-03-25,1517.7,118
644,2024-03-26,6185.6,104
645,2024-03-26,999.29,116
646,2024-03-26,4189.2,102
647,2024-03-26,5161.42,115
648,2024-03-26,6563.86,110
649,2024-03-26,6762.08,101
650,2024-03-26,3927.54,102
651,2024-03-26,8947.29,118
652,2024-03-26,8877.01,103
653,2024-03-26,3797.03,110
654,2024-03-27,8936.14,112
655,2024-03-27,3504.68,113
656,2024-03-27,1369.31,118
657,2024-03-27,1769.57,104
658,2024-03-27,1319.65,117
659,2024-03-27,6853.38,101
660,2024-03-27,6125.8,115
661,2024-03-27,3536.63,118
662,2024-03-27,3245.21,115
663,2024-03-28,7322.41,102
664,2024-03-28,2316.86,101
665,2024-03-28,494.47,120
666,2024-03-28,2352.66,102
667,2024-03-29,4948.89,108
668,2024-03-29,1432.19,102
669,2024-03-29,7377.92,108
670,2024-03-29,5280.78,111
671,2024-03-29,2283.76,111
672,2024-03-29,2144.18,117
673,2024-03-29,5098.12,102
674,2024-03-29,5707.74,106
675,2024-03-29,611.58,116
676,2024-03-29,7114.08,113
677,2024-03-30,2838.02,105
678,2024-03-30,4365.97,118
679,2024-03-30,7745.36,110
680,2024-03-30,8248.72,115
681,2024-03-30,5103.12,114
682,2024-03-30,2442.96,108
683,2024-03-30,8314.59,103
684,2024-03-30,4912.59,103
685,2024-03-30,2561.46,102
686,2024-03-30,547.02,120
687,2024-03-30,6572.89,119
688,2024-03-30,2037.22,116
689,2024-03-30,8620.77,110
690,2024-03-30,8665.28,107
691,2024-03-31,6392.16,120
692,2024-03-31,5057.3,108
693,2024-03-31,4302,113
694,2024-03-31,2500.74,110
695,2024-03-31,4299.84,116
696,2024-03-31,6901.33,116
697,2024-03-31,3461.2,107
698,2024-03-31,7802.95,119
699,2024-03-31,2493.81,101
700,2024-03-31,6535.11,119
701,2024-03-31,3101.81,107
702,2024-03-31,4592.85,108
703,2024-03-31,2463.48,111
704,2024-04-01,1679.46,115
705,2024-04-01,1430.64,106
706,2024-04-01,8267.71,106
707,2024-04-01,4809.71,102
708,2024-04-01,8516.66,103
709,2024-04-01,3828.05,101
710,2024-04-01,797.12,108
711,2024-04-01,4649.45,107
712,2024-04-01,5811.01,120
713,2024-04-01,6000.7,116
714,2024-04-02,346.19,101
715,2024-04-02,8800.82,118
716,2024-04-02,7293.28,114
717,2024-04-02,8277.83,104
718,2024-04-02,1888,108
719,2024-04-02,2551.46,112
720,2024-04-02,8640.82,112
721,2024-04-02,8913.05,108
722,2024-04-02,5951.87,103
723,2024-04-03,3765.45,103
724,2024-04-03,,116
725,2024-04-03,926.64,106
726,2024-04-04,8799.5,119
727,2024-04-04,8287.54,117
728,2024-04-04,4383.4,119
729,2024-04-04,6221.97,103
730,2024-04-04,5157.89,118
731,2024-04-04,336.79,111
732,2024-04-04,6818.84,105
733,2024-04-04,8373.1,113
734,2024-04-05,7543.92,119
735,2024-04-05,3118.22,118
736,2024-04-05,7155.38,105
737,2024-04-05,4605.98,103
738,2024-04-05,1058.63,102
739,2024-04-05,3196.22,103
740,2024-04-06,5779.28,101
741,2024-04-06,4516.31,115
742,2024-04-06,3999.26,113
743,2024-04-06,953.11,113
744,2024-04-06,6474.36,108
745,2024-04-06,3543,105
746,2024-04-06,6707.97,105
747,2024-04-06,1004.38,104
748,2024-04-06,3366.27,115
749,2024-04-06,967.22,105
750,2024-04-06,5080.71,118
751,2024-04-06,987.65,101
752,2024-04-06,5461.79,120
753,2024-04-07,3840.53,110
754,2024-04-07,8164.83,118
755,2024-04-07,4784.72,119
756,2024-04-07,1420.79,106
757,2024-04-07,1483.23,116
758,2024-04-07,3904.7,109
759,2024-04-07,3376.9,103
760,2024-04-07,5424.5,116
761,2024-04-07,,104
762,2024-04-07,3122.51,113
763,2024-04-07,4072.96,111
764,2024-04-08,3020.85,110
765,2024-04-08,4414.29,107
766,2024-04-08,8723.78,113
767,2024-04-08,8715.32,116
768,2024-04-08,3508.29,111
769,2024-04-09,1201.21,112
770,2024-04-09,8974.93,119
771,2024-04-09,435.86,118
772,2024-04-09,4057.4,107
773,2024-04-09,7405.9,103
774,2024-04-09,6121.2,114
775,2024-04-09,2328.79,110
776,2024-04-09,7142.88,114
777,2024-04-09,4416.27,120
778,2024-04-10,522.53,118
779,2024-04-10,5424.62,118
780,2024-04-10,6965.8,104
781,2024-04-10,1662.78,112
782,2024-04-10,8854.75,119
783,2024-04-10,8706.94,113
784,2024-04-10,1131.31,114
785,2024-04-10,4692.95,108
786,2024-04-10,6250.45,119
787,2024-04-11,4273.96,113
788,2024-04-11,1525.56,117
789,2024-04-11,1119.03,116
790,2024-04-11,1220.41,103
791,2024-04-11,3264.29,105
792,2024-04-11,4784.81,107
793,2024-04-11,4054.86,104
794,2024-04-11,790.13,111
795,2024-04-12,7671.78,101
796,2024-04-12,8382.32,106
797,2024-04-12,1734.19,117
798,2024-04-12,3951.05,118
799,2024-04-13,5835.21,106
800,2024-04-13,6688.02,101
801,2024-04-13,5410.39,115
802,2024-04-13,2009.9,107
803,2024-04-13,5279.66,103
804,2024-04-13,1844.25,118
805,2024-04-13,1201.8,115
806,2024-04-13,4842.89,116
807,2024-04-13,3619.03,120
808,2024-04-13,3260.74,104
809,2024-04-13,1717.24,120
810,2024-04-13,8283.41,110
811,2024-04-14,2298.44,104
812,2024-04-14,6301.24,112
813,2024-04-14,5447.55,114
814,2024-04-14,1833.63,114
815,2024-04-14,5082.23,106
816,2024-04-14,1845.47,105
817,2024-04-14,670.78,120
818,2024-04-14,4463.56,101
819,2024-04-14,8680.7,113
820,2024-04-15,6224.33,114
821,2024-04-15,4499.56,115
822,2024-04-15,7202.75,101
823,2024-04-15,2617.71,102
824,2024-04-15,7069.51,106
825,2024-04-15,5036.59,116
826,2024-04-15,2556.42,104
827,2024-04-15,4968.98,112
828,2024-04-15,5006.91,115
829,2024-04-15,6675.7,104
830,2024-04-16,7897.33,110
831,2024-04-16,3266.48,109
832,2024-04-16,7813.56,115
833,2024-04-16,2045.93,108
834,2024-04-16,7776.23,112
835,2024-04-16,1659.64,114
836,2024-04-17,7286.88,107
837,2024-04-17,2672.55,118
838,2024-04-17,8814.2,111
839,2024-04-17,2551.62,119
840,2024-04-17,1392.18,104
841,2024-04-17,8284.16,114
842,2024-04-18,2396.16,105
843,2024-04-18,6899.97,108
844,2024-04-18,1450.11,116
845,2024-04-18,3500.52,114
846,2024-04-18,3744.09,103
847,2024-04-19,8561.24,115
848,2024-04-19,7845.39,101
849,2024-04-19,6631.2,103
850,2024-04-19,7679.93,112
851,2024-04-19,2115.9,113
852,2024-04-19,4552.49,107
853,2024-04-19,3171.25,110
854,2024-04-19,7700.32,119
855,2024-04-20,5709.38,104
856,2024-04-20,1292.29,101
857,2024-04-20,4216.36,115
858,2024-04-20,1979.4,114
859,2024-04-20,7961.9,105
860,2024-04-21,2402.43,112
861,2024-04-21,654.73,106
862,2024-04-21,3976.23,108
863,2024-04-21,208.56,104
864,2024-04-21,5423.38,105
865,2024-04-21,280.73,115
866,2024-04-21,8894.76,104
867,2024-04-21,4402.76,105
868,2024-04-21,6629.72,103
869,2024-04-22,7951.7,112
870,2024-04-22,5844.87,105
871,2024-04-22,,103
872,2024-04-22,4071.87,106
873,2024-04-22,8294.07,105
874,2024-04-22,7766.67,115
875,2024-04-22,1431.12,104
876,2024-04-22,3292.51,113
877,2024-04-23,2636.32,108
878,2024-04-23,5487.79,118
879,2024-04-23,7053.93,110
880,2024-04-23,2006.92,110
881,2024-04-23,6780.02,107
